PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,Timestamp
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
0.3629,0.7803001,0.1187,-8.266291E-07,3.61623E-08,-3.999103E-06,11/08/2024 12:12:28
